timestamp,mmsi,name,type,lat,lon,speed,course,heading,nav_stat,session_id,is_interpolated,is_synthetic,source_camera
1779863966000,900000001,,,51.91354941841699,4.48436655901037,10.71,146.1,,,,False,True,cam2
1779863967000,900000001,,,51.91359406730271,4.48442388939183,10.71,146.1,,,,False,True,cam2
1779863968000,900000001,,,51.91359858406664,4.484462943694443,10.71,146.1,,,,False,True,cam2
1779863969000,900000001,,,51.91361719485672,4.484499811982802,10.71,146.1,,,,False,True,cam2
1779863971000,900000001,,,51.91359862016841,4.484571222532858,12.01,144.2,,,,False,True,cam2
1779863972000,900000001,,,51.913581059331925,4.48459428760681,12.01,144.2,,,,False,True,cam2
1779863973000,900000001,,,51.91357665528929,4.484631918945998,12.01,144.2,,,,False,True,cam2
1779863974000,900000001,,,51.91355767221469,4.484656851986073,12.01,144.2,,,,False,True,cam2
1779863975000,900000001,,,51.91357099047632,4.484704299211274,11.55,151.2,,,,False,True,cam2
1779863976000,900000001,,,51.913552752362094,4.484744754255088,11.55,151.2,,,,False,True,cam2
1779863977000,900000001,,,51.91356690020797,4.484793267992163,11.55,151.2,,,,False,True,cam2
1779863978000,900000001,,,51.913546992454826,4.484836468319761,11.55,151.2,,,,False,True,cam2
1779863979000,900000001,,,51.91353211251931,4.484856012029335,9.64,154.6,,,,False,True,cam2
1779863980000,900000001,,,51.91355101883729,4.484900541150607,9.64,154.6,,,,False,True,cam2
1779863981000,900000001,,,51.913505734443774,4.484890657664557,9.64,154.6,,,,False,True,cam2
1779863982000,900000002,,,51.91075204869176,4.488097561410922,12.59,159.2,,,,False,True,cam1
1779863982000,900000001,,,51.91347935635792,4.484925303259188,9.64,154.6,,,,False,True,cam2
1779863983000,900000002,,,51.91075976280132,4.48810234729795,12.59,159.2,,,,False,True,cam1
1779863983000,900000001,,,51.91348109981766,4.484992374374667,9.56,152.9,,,,False,True,cam2
1779863984000,900000001,,,51.91348330948571,4.484903058265281,9.56,152.9,,,,False,True,cam2
1779863985000,900000001,,,51.91351778781216,4.485261105886196,9.56,152.9,,,,False,True,cam2
1779863986000,900000001,,,51.9134739996758,4.485279347770459,9.56,152.9,,,,False,True,cam2
1779863987000,900000001,,,51.91349485066203,4.485063690214819,9.69,144.6,,,,False,True,cam2
1779863988000,900000001,,,51.91351849262001,4.485381433609315,9.69,144.6,,,,False,True,cam2
1779863989000,900000001,,,51.91348272547358,4.4851533536409125,9.69,144.6,,,,False,True,cam2
1779863990000,900000001,,,51.91348617389264,4.485486523600935,9.69,144.6,,,,False,True,cam2
1779863991000,900000001,,,51.9135044553648,4.485659057647918,10.88,169.0,,,,False,True,cam2
1779863992000,900000001,,,51.91349248652968,4.485629941352613,10.88,169.0,,,,False,True,cam2
1779863993000,900000001,,,51.91353742391102,4.485638432928631,10.88,169.0,,,,False,True,cam2
1779863994000,900000001,,,51.91353932010732,4.485658793192681,10.88,169.0,,,,False,True,cam2
1779863995000,900000001,,,51.91353605351997,4.485709317019023,8.75,181.1,,,,False,True,cam2
1779863996000,900000001,,,51.913545889634506,4.485719785243624,8.75,181.1,,,,False,True,cam2
1779863997000,900000001,,,51.91355745616152,4.485824316157323,8.75,181.1,,,,False,True,cam2
1779863998000,900000001,,,51.91349597404234,4.485785344036665,8.75,181.1,,,,False,True,cam2
1779863999000,900000001,,,51.91344146510845,4.485764464647353,9.84,225.1,,,,False,True,cam2
1779864000000,900000001,,,51.91338322518144,4.485751280512284,9.84,225.1,,,,False,True,cam2
1779864001000,900000001,,,51.91337418696328,4.48580764769163,9.84,225.1,,,,False,True,cam2
1779864002000,900000001,,,51.91336067854808,4.485847892744981,9.84,225.1,,,,False,True,cam2
1779864003000,900000001,,,51.91335606116916,4.485899483638765,9.43,218.6,,,,False,True,cam2
1779864006000,900000001,,,51.91332267171104,4.488362364303531,9.43,218.6,,,,False,True,cam2
1779864007000,900000001,,,51.91331791667913,4.488460305392999,11.05,210.4,,,,False,True,cam2
1779864008000,900000001,,,51.91330455711607,4.488477850330347,11.05,210.4,,,,False,True,cam2
1779864009000,900000001,,,51.91328764370637,4.488453964744723,11.05,210.4,,,,False,True,cam2
1779864010000,900000001,,,51.91328851369279,4.488640291635365,11.05,210.4,,,,False,True,cam2
1779864011000,900000001,,,51.91331026088621,4.488807737576618,10.6,216.4,,,,False,True,cam2
1779864012000,900000001,,,51.9134023654349,4.489218200453934,10.6,216.4,,,,False,True,cam2
1779864013000,900000001,,,51.913374423068255,4.489368972072385,10.6,216.4,,,,False,True,cam2
1779864014000,900000001,,,51.913328448985325,4.489429347705056,10.6,216.4,,,,False,True,cam2
1779864015000,900000001,,,51.91335082698037,4.4896366840174045,7.77,212.4,,,,False,True,cam2
